"CellID","Group","Cell","ExpLibSize","Matrix_Order","spatial_index","row","col","Checker_120_15","Mapped_Color"
"Type2_2432","Type2","Cell4821",74809.9192847301,4821,4946,41,25,"White","#8c510a"
"Type1_2390","Type1","Cell4822",53067.9208199727,4822,4703,39,22,"White","#35978f"
"Type2_2433","Type2","Cell4823",46242.0594211886,4823,4947,41,26,"White","#8c510a"
"Type1_2391","Type1","Cell4824",44813.6963125809,4824,4706,39,25,"White","#35978f"
"Type2_2434","Type2","Cell4825",63644.8015318394,4825,4948,41,27,"White","#8c510a"
"Type1_2392","Type1","Cell4826",50014.3560114472,4826,4708,39,27,"White","#35978f"
"Type2_2435","Type2","Cell4827",72527.5722670374,4827,4949,41,28,"White","#8c510a"
"Type1_2393","Type1","Cell4828",60674.2979704709,4828,4711,39,30,"Black","#35978f"
"Type1_2394","Type1","Cell4829",53089.5095568084,4829,4712,39,31,"Black","#35978f"
"Type1_2395","Type1","Cell4830",41745.5571044132,4830,4713,39,32,"Black","#35978f"
"Type1_2396","Type1","Cell4831",65258.231004358,4831,4714,39,33,"Black","#35978f"
"Type1_2397","Type1","Cell4832",98958.3815623945,4832,4715,39,34,"Black","#35978f"
"Type1_2398","Type1","Cell4833",65619.056482324,4833,4716,39,35,"Black","#35978f"
"Type1_2399","Type1","Cell4834",71181.5218691859,4834,4717,39,36,"Black","#35978f"
"Type1_2400","Type1","Cell4835",43836.957894937,4835,4718,39,37,"Black","#35978f"
"Type1_2401","Type1","Cell4836",72942.3828963877,4836,4719,39,38,"Black","#35978f"
"Type1_2402","Type1","Cell4837",95221.0774153328,4837,4720,39,39,"Black","#35978f"
"Type1_2403","Type1","Cell4838",50899.7057404783,4838,4721,39,40,"Black","#35978f"
"Type1_2404","Type1","Cell4839",49111.3799947809,4839,4722,39,41,"Black","#35978f"
"Type2_2436","Type2","Cell4840",47183.5396350747,4840,4950,41,29,"White","#8c510a"
"Type1_2405","Type1","Cell4841",53743.7493945807,4841,4723,39,42,"Black","#35978f"
"Type2_2437","Type2","Cell4842",70712.2651828779,4842,4952,41,31,"Black","#8c510a"
"Type2_2438","Type2","Cell4843",97515.3501354188,4843,4961,41,40,"Black","#8c510a"
"Type2_2439","Type2","Cell4844",45623.2111027335,4844,4962,41,41,"Black","#8c510a"
"Type1_2406","Type1","Cell4845",48344.6794941672,4845,4724,39,43,"Black","#35978f"
"Type2_2440","Type2","Cell4846",76243.4958753527,4846,4966,41,45,"White","#8c510a"
"Type1_2407","Type1","Cell4847",52974.4068440529,4847,4725,39,44,"Black","#35978f"
"Type1_2408","Type1","Cell4848",57985.3374065577,4848,4726,39,45,"White","#35978f"
"Type1_2409","Type1","Cell4849",61638.3644760882,4849,4730,39,49,"White","#35978f"
"Type2_2441","Type2","Cell4850",56350.8142443494,4850,4968,41,47,"White","#8c510a"
"Type2_2442","Type2","Cell4851",53905.1613937559,4851,4969,41,48,"White","#8c510a"
"Type1_2410","Type1","Cell4852",63227.3194904865,4852,4736,39,55,"White","#35978f"
"Type2_2443","Type2","Cell4853",57911.0288900622,4853,4970,41,49,"White","#8c510a"
"Type1_2411","Type1","Cell4854",89328.1918614671,4854,4741,39,60,"Black","#35978f"
"Type1_2412","Type1","Cell4855",75762.6033312961,4855,4742,39,61,"Black","#35978f"
"Type2_2444","Type2","Cell4856",56660.2824067589,4856,4971,41,50,"White","#8c510a"
"Type2_2445","Type2","Cell4857",54732.7196540801,4857,4972,41,51,"White","#8c510a"
"Type1_2413","Type1","Cell4858",50872.9089576728,4858,4743,39,62,"Black","#35978f"
"Type1_2414","Type1","Cell4859",53972.9986437285,4859,4745,39,64,"Black","#35978f"
"Type2_2446","Type2","Cell4860",61865.2149379077,4860,4973,41,52,"White","#8c510a"
"Type1_2415","Type1","Cell4861",41277.1964632677,4861,4746,39,65,"Black","#35978f"
"Type2_2447","Type2","Cell4862",65356.8915737578,4862,4974,41,53,"White","#8c510a"
"Type2_2448","Type2","Cell4863",64720.9639431759,4863,4975,41,54,"White","#8c510a"
"Type2_2449","Type2","Cell4864",76505.5472808896,4864,4977,41,56,"White","#8c510a"
"Type2_2450","Type2","Cell4865",60953.3400251206,4865,4978,41,57,"White","#8c510a"
"Type1_2416","Type1","Cell4866",64534.7690522013,4866,4747,39,66,"Black","#35978f"
"Type1_2417","Type1","Cell4867",59181.6842769692,4867,4748,39,67,"Black","#35978f"
"Type1_2418","Type1","Cell4868",61611.683596216,4868,4749,39,68,"Black","#35978f"
"Type1_2419","Type1","Cell4869",68335.0187582146,4869,4750,39,69,"Black","#35978f"
"Type1_2420","Type1","Cell4870",59472.4371236407,4870,4752,39,71,"Black","#35978f"
"Type2_2451","Type2","Cell4871",67169.056162223,4871,4979,41,58,"White","#8c510a"
"Type2_2452","Type2","Cell4872",48449.5983721004,4872,4980,41,59,"White","#8c510a"
"Type1_2421","Type1","Cell4873",70997.3609199465,4873,4753,39,72,"Black","#35978f"
"Type1_2422","Type1","Cell4874",79705.3625966222,4874,4754,39,73,"Black","#35978f"
"Type1_2423","Type1","Cell4875",71708.4135859237,4875,4755,39,74,"Black","#35978f"
"Type1_2424","Type1","Cell4876",54151.0793428921,4876,4761,39,80,"White","#35978f"
"Type2_2453","Type2","Cell4877",59133.8008603951,4877,4990,41,69,"Black","#8c510a"
"Type2_2454","Type2","Cell4878",55489.4277285095,4878,4996,41,75,"White","#8c510a"
"Type2_2455","Type2","Cell4879",50077.4245310656,4879,4997,41,76,"White","#8c510a"
"Type1_2425","Type1","Cell4880",63080.2164159806,4880,4767,39,86,"White","#35978f"
"Type1_2426","Type1","Cell4881",59151.4418577938,4881,4769,39,88,"White","#35978f"
"Type2_2456","Type2","Cell4882",82142.7310224651,4882,4998,41,77,"White","#8c510a"
"Type1_2427","Type1","Cell4883",51355.0223077435,4883,4771,39,90,"Black","#35978f"
"Type1_2428","Type1","Cell4884",90022.8204425983,4884,4773,39,92,"Black","#35978f"
"Type1_2429","Type1","Cell4885",61587.6481522957,4885,4774,39,93,"Black","#35978f"
"Type2_2457","Type2","Cell4886",62898.0326696327,4886,4999,41,78,"White","#8c510a"
"Type2_2458","Type2","Cell4887",50072.5911424877,4887,5001,41,80,"White","#8c510a"
"Type1_2430","Type1","Cell4888",58097.959950676,4888,4775,39,94,"Black","#35978f"
"Type1_2431","Type1","Cell4889",60186.2481857433,4889,4776,39,95,"Black","#35978f"
"Type1_2432","Type1","Cell4890",68174.893276426,4890,4777,39,96,"Black","#35978f"
"Type1_2433","Type1","Cell4891",70337.2985001116,4891,4778,39,97,"Black","#35978f"
"Type2_2459","Type2","Cell4892",58968.0188378437,4892,5003,41,82,"White","#8c510a"
"Type2_2460","Type2","Cell4893",61145.7453968939,4893,5004,41,83,"White","#8c510a"
"Type2_2461","Type2","Cell4894",51978.0880065489,4894,5005,41,84,"White","#8c510a"
"Type1_2434","Type1","Cell4895",55451.7090111706,4895,4779,39,98,"Black","#35978f"
"Type1_2435","Type1","Cell4896",54615.0130284819,4896,4780,39,99,"Black","#35978f"
"Type1_2436","Type1","Cell4897",42147.7108724102,4897,4781,39,100,"Black","#35978f"
"Type2_2462","Type2","Cell4898",88975.7826106882,4898,5007,41,86,"White","#8c510a"
"Type2_2463","Type2","Cell4899",67311.3578491438,4899,5008,41,87,"White","#8c510a"
"Type1_2437","Type1","Cell4900",61784.8398770953,4900,4782,39,101,"Black","#35978f"
"Type2_2464","Type2","Cell4901",54416.2270738863,4901,5009,41,88,"White","#8c510a"
"Type2_2465","Type2","Cell4902",65287.9217840047,4902,5010,41,89,"White","#8c510a"
"Type1_2438","Type1","Cell4903",59581.1340644656,4903,4783,39,102,"Black","#35978f"
"Type1_2439","Type1","Cell4904",91227.2835111697,4904,4785,39,104,"Black","#35978f"
"Type1_2440","Type1","Cell4905",57653.7782897177,4905,4796,39,115,"White","#35978f"
"Type2_2466","Type2","Cell4906",62399.7557087028,4906,5013,41,92,"Black","#8c510a"
"Type2_2467","Type2","Cell4907",68444.1135593522,4907,5021,41,100,"Black","#8c510a"
"Type1_2441","Type1","Cell4908",60784.8555282166,4908,4799,39,118,"White","#35978f"
"Type1_2442","Type1","Cell4909",68835.7566398065,4909,4801,40,0,"Black","#35978f"
"Type1_2443","Type1","Cell4910",91108.9513511723,4910,4802,40,1,"Black","#35978f"
"Type2_2468","Type2","Cell4911",50536.2239667106,4911,5026,41,105,"White","#8c510a"
"Type1_2444","Type1","Cell4912",63975.6475738434,4912,4804,40,3,"Black","#35978f"
"Type1_2445","Type1","Cell4913",53729.9241455829,4913,4805,40,4,"Black","#35978f"
"Type2_2469","Type2","Cell4914",76296.5243943461,4914,5027,41,106,"White","#8c510a"
"Type1_2446","Type1","Cell4915",83137.988660608,4915,4807,40,6,"Black","#35978f"
"Type2_2470","Type2","Cell4916",108200.878870381,4916,5028,41,107,"White","#8c510a"
"Type1_2447","Type1","Cell4917",68191.2935429854,4917,4808,40,7,"Black","#35978f"
"Type1_2448","Type1","Cell4918",52113.9588367151,4918,4809,40,8,"Black","#35978f"
"Type1_2449","Type1","Cell4919",87647.3213494206,4919,4810,40,9,"Black","#35978f"
"Type2_2471","Type2","Cell4920",41547.7363422811,4920,5030,41,109,"White","#8c510a"
"Type1_2450","Type1","Cell4921",74878.7839890766,4921,4811,40,10,"Black","#35978f"
"Type1_2451","Type1","Cell4922",51513.0435963603,4922,4812,40,11,"Black","#35978f"
"Type2_2472","Type2","Cell4923",65791.0655355037,4923,5031,41,110,"White","#8c510a"
"Type1_2452","Type1","Cell4924",57704.1553131147,4924,4813,40,12,"Black","#35978f"
"Type1_2453","Type1","Cell4925",52892.2545847299,4925,4815,40,14,"Black","#35978f"
"Type1_2454","Type1","Cell4926",54125.6526411354,4926,4816,40,15,"White","#35978f"
"Type2_2473","Type2","Cell4927",60312.6863192781,4927,5032,41,111,"White","#8c510a"
"Type1_2455","Type1","Cell4928",56369.9710468939,4928,4817,40,16,"White","#35978f"
"Type2_2474","Type2","Cell4929",49902.2250964796,4929,5033,41,112,"White","#8c510a"
"Type2_2475","Type2","Cell4930",91323.8652478189,4930,5034,41,113,"White","#8c510a"
"Type2_2476","Type2","Cell4931",63668.00371325,4931,5035,41,114,"White","#8c510a"
"Type1_2456","Type1","Cell4932",71209.4019579211,4932,4818,40,17,"White","#35978f"
"Type2_2477","Type2","Cell4933",67919.7552805518,4933,5036,41,115,"White","#8c510a"
"Type2_2478","Type2","Cell4934",60169.9498959794,4934,5037,41,116,"White","#8c510a"
"Type2_2479","Type2","Cell4935",47968.0853118915,4935,5038,41,117,"White","#8c510a"
"Type2_2480","Type2","Cell4936",68098.7432200448,4936,5039,41,118,"White","#8c510a"
"Type2_2481","Type2","Cell4937",55001.9493210747,4937,5040,41,119,"White","#8c510a"
"Type2_2482","Type2","Cell4938",78614.1479635022,4938,5041,42,0,"Black","#8c510a"
"Type1_2457","Type1","Cell4939",56735.6221157112,4939,4831,40,30,"Black","#35978f"
"Type1_2458","Type1","Cell4940",54366.5838714752,4940,4832,40,31,"Black","#35978f"
"Type2_2483","Type2","Cell4941",54203.9354183259,4941,5048,42,7,"Black","#8c510a"
"Type1_2459","Type1","Cell4942",62630.6775160444,4942,4833,40,32,"Black","#35978f"
"Type1_2460","Type1","Cell4943",70428.3886572074,4943,4834,40,33,"Black","#35978f"
"Type1_2461","Type1","Cell4944",88279.405492028,4944,4835,40,34,"Black","#35978f"
"Type2_2484","Type2","Cell4945",51250.1174221446,4945,5050,42,9,"Black","#8c510a"
"Type1_2462","Type1","Cell4946",62928.4850472046,4946,4836,40,35,"Black","#35978f"
"Type1_2463","Type1","Cell4947",42143.237942118,4947,4837,40,36,"Black","#35978f"
"Type1_2464","Type1","Cell4948",58442.6150624129,4948,4838,40,37,"Black","#35978f"
"Type1_2465","Type1","Cell4949",54026.3563419892,4949,4840,40,39,"Black","#35978f"
"Type2_2485","Type2","Cell4950",65697.8286067576,4950,5051,42,10,"Black","#8c510a"
"Type2_2486","Type2","Cell4951",61833.5166773271,4951,5052,42,11,"Black","#8c510a"
"Type2_2487","Type2","Cell4952",69233.7245790443,4952,5056,42,15,"White","#8c510a"
"Type2_2488","Type2","Cell4953",51188.2511155745,4953,5057,42,16,"White","#8c510a"
"Type2_2489","Type2","Cell4954",47099.7162903384,4954,5058,42,17,"White","#8c510a"
"Type1_2466","Type1","Cell4955",53918.6764766701,4955,4841,40,40,"Black","#35978f"
"Type2_2490","Type2","Cell4956",71360.4712319904,4956,5059,42,18,"White","#8c510a"
"Type1_2467","Type1","Cell4957",69246.4867977295,4957,4842,40,41,"Black","#35978f"
"Type1_2468","Type1","Cell4958",68292.7949392638,4958,4843,40,42,"Black","#35978f"
"Type2_2491","Type2","Cell4959",51332.8308174144,4959,5060,42,19,"White","#8c510a"
"Type2_2492","Type2","Cell4960",52488.2462798539,4960,5061,42,20,"White","#8c510a"
"Type2_2493","Type2","Cell4961",52463.3456926348,4961,5063,42,22,"White","#8c510a"
"Type1_2469","Type1","Cell4962",34380.069823662,4962,4850,40,49,"White","#35978f"
"Type1_2470","Type1","Cell4963",44057.3652595959,4963,4854,40,53,"White","#35978f"
"Type2_2494","Type2","Cell4964",58166.8963279102,4964,5064,42,23,"White","#8c510a"
"Type1_2471","Type1","Cell4965",36799.4512202503,4965,4862,40,61,"Black","#35978f"
"Type2_2495","Type2","Cell4966",65338.5874482092,4966,5065,42,24,"White","#8c510a"
"Type1_2472","Type1","Cell4967",72877.502007049,4967,4863,40,62,"Black","#35978f"
"Type2_2496","Type2","Cell4968",67357.1742905824,4968,5066,42,25,"White","#8c510a"
"Type1_2473","Type1","Cell4969",72991.5544108266,4969,4864,40,63,"Black","#35978f"
"Type1_2474","Type1","Cell4970",61520.0902668352,4970,4867,40,66,"Black","#35978f"
"Type2_2497","Type2","Cell4971",55736.8749695113,4971,5067,42,26,"White","#8c510a"
"Type1_2475","Type1","Cell4972",71898.1058723425,4972,4868,40,67,"Black","#35978f"
"Type2_2498","Type2","Cell4973",56087.0573012467,4973,5069,42,28,"White","#8c510a"
"Type1_2476","Type1","Cell4974",86315.2599025494,4974,4869,40,68,"Black","#35978f"
"Type2_2499","Type2","Cell4975",56733.1744324515,4975,5070,42,29,"White","#8c510a"
"Type1_2477","Type1","Cell4976",59378.1493337694,4976,4870,40,69,"Black","#35978f"
"Type1_2478","Type1","Cell4977",73212.3897543093,4977,4872,40,71,"Black","#35978f"
"Type2_2500","Type2","Cell4978",46792.9526047826,4978,5071,42,30,"Black","#8c510a"
"Type1_2479","Type1","Cell4979",64748.8878800998,4979,4873,40,72,"Black","#35978f"
"Type2_2501","Type2","Cell4980",74175.8449069518,4980,5075,42,34,"Black","#8c510a"
"Type2_2502","Type2","Cell4981",50003.2769577791,4981,5079,42,38,"Black","#8c510a"
"Type2_2503","Type2","Cell4982",51757.8127710952,4982,5086,42,45,"White","#8c510a"
"Type1_2480","Type1","Cell4983",72453.5989310882,4983,4874,40,73,"Black","#35978f"
"Type2_2504","Type2","Cell4984",55205.2689402304,4984,5087,42,46,"White","#8c510a"
"Type1_2481","Type1","Cell4985",43514.8197401131,4985,4875,40,74,"Black","#35978f"
"Type2_2505","Type2","Cell4986",55389.8067082506,4986,5088,42,47,"White","#8c510a"
"Type2_2506","Type2","Cell4987",61708.1473255373,4987,5089,42,48,"White","#8c510a"
"Type1_2482","Type1","Cell4988",52778.3801960986,4988,4878,40,77,"White","#35978f"
"Type1_2483","Type1","Cell4989",49147.7391216014,4989,4891,40,90,"Black","#35978f"
"Type1_2484","Type1","Cell4990",62478.4352016185,4990,4892,40,91,"Black","#35978f"
"Type2_2507","Type2","Cell4991",85106.5200373556,4991,5090,42,49,"White","#8c510a"
"Type1_2485","Type1","Cell4992",40327.9771739468,4992,4893,40,92,"Black","#35978f"
"Type1_2486","Type1","Cell4993",48642.0503732896,4993,4894,40,93,"Black","#35978f"
"Type1_2487","Type1","Cell4994",46829.3299604715,4994,4895,40,94,"Black","#35978f"
"Type2_2508","Type2","Cell4995",71465.9799353249,4995,5092,42,51,"White","#8c510a"
"Type2_2509","Type2","Cell4996",61310.1640797513,4996,5094,42,53,"White","#8c510a"
"Type2_2510","Type2","Cell4997",67425.8592128925,4997,5095,42,54,"White","#8c510a"
"Type1_2488","Type1","Cell4998",64552.152712092,4998,4896,40,95,"Black","#35978f"
"Type1_2489","Type1","Cell4999",80482.6617980143,4999,4897,40,96,"Black","#35978f"
"Type1_2490","Type1","Cell5000",52301.0824037745,5000,4898,40,97,"Black","#35978f"
"Type2_2511","Type2","Cell5001",94304.6171989004,5001,5096,42,55,"White","#8c510a"
"Type1_2491","Type1","Cell5002",61426.4540248868,5002,4899,40,98,"Black","#35978f"
"Type2_2512","Type2","Cell5003",48418.2146841217,5003,5097,42,56,"White","#8c510a"
"Type2_2513","Type2","Cell5004",50132.0904951002,5004,5099,42,58,"White","#8c510a"
"Type1_2492","Type1","Cell5005",72077.4256804868,5005,4900,40,99,"Black","#35978f"
"Type2_2514","Type2","Cell5006",53693.2886090521,5006,5100,42,59,"White","#8c510a"
"Type1_2493","Type1","Cell5007",66287.132131586,5007,4901,40,100,"Black","#35978f"
"Type1_2494","Type1","Cell5008",70351.9174955348,5008,4902,40,101,"Black","#35978f"
"Type1_2495","Type1","Cell5009",59341.0206763959,5009,4903,40,102,"Black","#35978f"
"Type2_2515","Type2","Cell5010",71626.6198832223,5010,5101,42,60,"Black","#8c510a"
"Type2_2516","Type2","Cell5011",85071.0326337752,5011,5109,42,68,"Black","#8c510a"
"Type1_2496","Type1","Cell5012",51934.3810610989,5012,4904,40,103,"Black","#35978f"
"Type1_2497","Type1","Cell5013",72720.9975205044,5013,4905,40,104,"Black","#35978f"
"Type1_2498","Type1","Cell5014",60469.6734250869,5014,4910,40,109,"White","#35978f"
"Type1_2499","Type1","Cell5015",60471.6942646911,5015,4918,40,117,"White","#35978f"
"Type2_2517","Type2","Cell5016",42039.7978336939,5016,5111,42,70,"Black","#8c510a"
"Type2_2518","Type2","Cell5017",63855.0121456937,5017,5112,42,71,"Black","#8c510a"
"Type2_2519","Type2","Cell5018",48193.4425209682,5018,5115,42,74,"Black","#8c510a"
"Type1_2500","Type1","Cell5019",51793.0895745356,5019,4920,40,119,"White","#35978f"
"Type2_2520","Type2","Cell5020",74775.8281885589,5020,5116,42,75,"White","#8c510a"
"Type1_2501","Type1","Cell5021",50920.2352404566,5021,4921,41,0,"Black","#35978f"
"Type1_2502","Type1","Cell5022",62223.7935109412,5022,4922,41,1,"Black","#35978f"
"Type2_2521","Type2","Cell5023",51255.2891549358,5023,5118,42,77,"White","#8c510a"
"Type2_2522","Type2","Cell5024",90332.7456456597,5024,5119,42,78,"White","#8c510a"
"Type2_2523","Type2","Cell5025",36355.7238526156,5025,5120,42,79,"White","#8c510a"
"Type1_2503","Type1","Cell5026",71989.0343500921,5026,4923,41,2,"Black","#35978f"
"Type2_2524","Type2","Cell5027",51505.0925995095,5027,5122,42,81,"White","#8c510a"
"Type1_2504","Type1","Cell5028",38975.9715153116,5028,4924,41,3,"Black","#35978f"
"Type1_2505","Type1","Cell5029",83389.1408037048,5029,4925,41,4,"Black","#35978f"
"Type2_2525","Type2","Cell5030",64236.9676128695,5030,5123,42,82,"White","#8c510a"
"Type1_2506","Type1","Cell5031",53340.7616896127,5031,4926,41,5,"Black","#35978f"
"Type1_2507","Type1","Cell5032",61408.953383324,5032,4927,41,6,"Black","#35978f"
"Type1_2508","Type1","Cell5033",51610.3596229649,5033,4929,41,8,"Black","#35978f"
"Type1_2509","Type1","Cell5034",50584.7308814705,5034,4930,41,9,"Black","#35978f"
"Type1_2510","Type1","Cell5035",57634.4603115598,5035,4931,41,10,"Black","#35978f"
"Type2_2526","Type2","Cell5036",64571.5948759379,5036,5124,42,83,"White","#8c510a"
"Type2_2527","Type2","Cell5037",75807.6558009398,5037,5126,42,85,"White","#8c510a"
"Type2_2528","Type2","Cell5038",73572.6018711532,5038,5127,42,86,"White","#8c510a"
"Type2_2529","Type2","Cell5039",42396.2216250458,5039,5128,42,87,"White","#8c510a"
"Type2_2530","Type2","Cell5040",51472.6525860057,5040,5129,42,88,"White","#8c510a"
"Type1_2511","Type1","Cell5041",89016.8446453982,5041,4932,41,11,"Black","#35978f"
"Type1_2512","Type1","Cell5042",68716.0797688734,5042,4933,41,12,"Black","#35978f"
"Type2_2531","Type2","Cell5043",48860.3896772677,5043,5130,42,89,"White","#8c510a"
"Type1_2513","Type1","Cell5044",46103.9316539031,5044,4935,41,14,"Black","#35978f"
"Type1_2514","Type1","Cell5045",61964.5324660621,5045,4937,41,16,"White","#35978f"
"Type1_2515","Type1","Cell5046",65561.3615965603,5046,4951,41,30,"Black","#35978f"
"Type1_2516","Type1","Cell5047",44378.7571218087,5047,4953,41,32,"Black","#35978f"
"Type2_2532","Type2","Cell5048",86585.4510078328,5048,5132,42,91,"Black","#8c510a"
"Type1_2517","Type1","Cell5049",62050.9635708874,5049,4954,41,33,"Black","#35978f"
"Type2_2533","Type2","Cell5050",50353.9822945907,5050,5135,42,94,"Black","#8c510a"
"Type2_2534","Type2","Cell5051",56890.3626524949,5051,5144,42,103,"Black","#8c510a"
"Type1_2518","Type1","Cell5052",85227.7439485072,5052,4955,41,34,"Black","#35978f"
"Type1_2519","Type1","Cell5053",95361.9458230391,5053,4956,41,35,"Black","#35978f"
"Type1_2520","Type1","Cell5054",60151.4982144688,5054,4957,41,36,"Black","#35978f"
"Type2_2535","Type2","Cell5055",56642.528309103,5055,5146,42,105,"White","#8c510a"
"Type1_2521","Type1","Cell5056",62291.3209103493,5056,4958,41,37,"Black","#35978f"
"Type1_2522","Type1","Cell5057",53135.1241636841,5057,4959,41,38,"Black","#35978f"
"Type2_2536","Type2","Cell5058",48909.1030544096,5058,5149,42,108,"White","#8c510a"
"Type1_2523","Type1","Cell5059",64193.8335653487,5059,4960,41,39,"Black","#35978f"
